,u,shear,TI,Seed No
10563,10.09186,0.29211,0.13508,10564
10564,10.09253,0.39227,0.15116,10565
10565,10.0932,-0.03154,0.08311,10566
10566,10.09387,0.14921,0.11213,10567
10567,10.09454,0.8586,0.22605,10568
10568,10.09521,0.8112,0.21844,10569
10569,10.09589,0.00737,0.08936,10570
10570,10.09656,-0.11642,0.06948,10571
10571,10.09723,0.36391,0.14661,10572
10572,10.0979,0.16902,0.11532,10573
10573,10.09857,0.6493,0.19244,10574
10574,10.09924,0.52551,0.17256,10575
10575,10.09991,-0.27812,0.04351,10576
10576,10.10059,0.58193,0.18163,10577
10577,10.10126,-0.22163,0.05258,10578
10578,10.10193,0.26346,0.13048,10579
10579,10.1026,0.74362,0.20759,10580
10580,10.10327,-0.06001,0.07854,10581
10581,10.10394,0.42014,0.15565,10582
10582,10.10461,0.90513,0.23353,10583
10583,10.10529,0.10173,0.10451,10584
10584,10.10596,0.05438,0.09691,10585
10585,10.10663,0.7633,0.21076,10586
10586,10.1073,0.33522,0.14201,10587
10587,10.10797,-0.08823,0.07401,10588
10588,10.10864,0.62046,0.18782,10589
10589,10.10931,0.19703,0.11982,10590
10590,10.10999,-0.23096,0.05109,10591
10591,10.11066,0.4778,0.16491,10592
10592,10.11133,0.73353,0.20598,10593
10593,10.112,0.23469,0.12587,10594
10594,10.11267,-0.19324,0.05715,10595
10595,10.11334,0.59088,0.18307,10596
10596,10.11401,0.09195,0.10295,10597
10597,10.11469,0.876,0.22887,10598
10598,10.11536,0.44812,0.16015,10599
10599,10.11603,-0.0506,0.08005,10600
10600,10.1167,-0.09791,0.07246,10601
10601,10.11737,0.30642,0.13739,10602
10602,10.11804,0.79105,0.21523,10603
10603,10.11871,0.06371,0.09841,10604
10604,10.11938,0.46784,0.16332,10605
10605,10.12006,-0.25944,0.04651,10606
10606,10.12073,0.22514,0.12434,10607
10607,10.1214,0.62937,0.18926,10608
10608,10.12207,0.28152,0.1334,10609
10609,10.12274,0.68572,0.19831,10610
10610,10.12341,0.56209,0.17846,10611
10611,10.12408,-0.16502,0.06168,10612
10612,10.12476,0.84705,0.22423,10613
10613,10.12543,0.11998,0.10745,10614
10614,10.1261,-0.00361,0.0876,10615
10615,10.12677,0.40051,0.15251,10616
10616,10.12744,0.3532,0.14491,10617
10617,10.12811,-0.14517,0.06487,10618
10618,10.12878,0.03523,0.09384,10619
10619,10.12946,0.81862,0.21967,10620
10620,10.13013,-0.28773,0.04197,10621
10621,10.1308,0.49562,0.16779,10622
10622,10.13147,0.67596,0.19675,10623
10623,10.13214,0.17769,0.11672,10624
10624,10.13281,0.17771,0.11673,10625
10625,10.13348,0.68217,0.19775,10626
10626,10.13416,0.50304,0.16898,10627
10627,10.13483,-0.28393,0.04258,10628
10628,10.1355,0.8233,0.22042,10629
10629,10.13617,0.03638,0.09403,10630
10630,10.13684,-0.1427,0.06527,10631
10631,10.13751,0.36166,0.14628,10632
10632,10.13818,0.40896,0.15387,10633
10633,10.13885,-0.00046,0.08811,10634
10634,10.13953,0.1219,0.10777,10635
10635,10.1402,0.85163,0.22498,10636
10636,10.14087,-0.16068,0.06238,10637
10637,10.14154,0.569,0.17958,10638
10638,10.14221,0.69133,0.19923,10639
10639,10.14288,0.28199,0.13348,10640
10640,10.14355,0.63416,0.19005,10641
10641,10.14423,0.22485,0.12431,10642
10642,10.1449,-0.25547,0.04715,10643
10643,10.14557,0.47406,0.16434,10644
10644,10.14624,0.06466,0.09857,10645
10645,10.14691,0.79411,0.21575,10646
10646,10.14758,0.31384,0.1386,10647
10647,10.14825,-0.09536,0.07287,10648
10648,10.14893,-0.04807,0.08047,10649
10649,10.1496,0.45594,0.16143,10650
10650,10.15027,0.87944,0.22946,10651
10651,10.15094,0.09317,0.10316,10652
10652,10.15161,0.59697,0.18408,10653
10653,10.15228,-0.18923,0.05779,10654
10654,10.15295,0.23423,0.12582,10655
10655,10.15363,0.73812,0.20676,10656
10656,10.1543,0.48302,0.16578,10657
10657,10.15497,-0.22719,0.0517,10658
10658,10.15564,0.19621,0.11971,10659
10659,10.15631,0.62415,0.18845,10660
10660,10.15698,-0.08612,0.07436,10661
10661,10.15765,0.3418,0.1431,10662
10662,10.15833,0.76511,0.2111,10663
10663,10.159,0.05506,0.09704,10664
10664,10.15967,0.10231,0.10463,10665
10665,10.16034,0.90707,0.23391,10666
10666,10.16101,0.42716,0.15681,10667
10667,10.16168,-0.05759,0.07894,10668
10668,10.16235,0.74694,0.20819,10669
10669,10.16302,0.26222,0.13032,10670
10670,10.1637,-0.21759,0.05324,10671
10671,10.16437,0.587,0.18249,10672
10672,10.16504,-0.27462,0.04408,10673
10673,10.16571,0.52991,0.17332,10674
10674,10.16638,0.65207,0.19295,10675
10675,10.16705,0.16746,0.1151,10676
10676,10.16772,0.36987,0.14761,10677
10677,10.1684,-0.11469,0.06977,10678
10678,10.16907,0.00747,0.0894,10679
10679,10.16974,0.81181,0.21861,10680
10680,10.17041,0.85901,0.2262,10681
10681,10.17108,0.14943,0.1122,10682
10682,10.17175,-0.0293,0.08349,10683
10683,10.17242,0.39827,0.15218,10684
10684,10.1731,0.29033,0.13484,10685
10685,10.17377,0.71785,0.20352,10686
10686,10.17444,0.53913,0.17481,10687
10687,10.17511,-0.17028,0.06084,10688
10688,10.17578,0.78287,0.21397,10689
10689,10.17645,0.07351,0.10001,10690
10690,10.17712,-0.10516,0.0713,10691
10691,10.1778,0.32228,0.13997,10692
10692,10.17847,0.21437,0.12264,10693
10693,10.17914,0.64177,0.1913,10694
10694,10.17981,0.4631,0.1626,10695
10695,10.18048,-0.24608,0.04866,10696
10696,10.18115,-0.19888,0.05625,10697
10697,10.18182,0.60492,0.18539,10698
10698,10.1825,0.72697,0.205,10699
10699,10.18317,0.2428,0.12721,10700
10700,10.18384,0.44502,0.1597,10701
10701,10.18451,-0.0391,0.08192,10702
10702,10.18518,0.08295,0.10153,10703
10703,10.18585,0.88656,0.23064,10704
10704,10.18652,0.02596,0.09237,10705
10705,10.18719,0.82952,0.22148,10706
10706,10.18787,0.35033,0.14449,10707
10707,10.18854,-0.13368,0.06672,10708
10708,10.18921,0.66964,0.19579,10709
10709,10.18988,0.18565,0.11803,10710
10710,10.19055,-0.29344,0.04105,10711
10711,10.19122,0.50994,0.17013,10712
10712,10.19189,0.55709,0.17771,10713
10713,10.19257,-0.15162,0.06384,10714
10714,10.19324,0.27088,0.13173,10715
10715,10.19391,0.69792,0.20034,10716
10716,10.19458,-0.01086,0.08646,10717
10717,10.19525,0.41616,0.15507,10718
10718,10.19592,0.83858,0.22294,10719
10719,10.19659,0.13002,0.10909,10720
10720,10.19727,-0.12445,0.06821,10721
10721,10.19794,0.3782,0.14897,10722
10722,10.19861,0.80056,0.21684,10723
10723,10.19928,0.01642,0.09084,10724
10724,10.19995,0.51886,0.17157,10725
10725,10.20062,-0.26521,0.04559,10726
10726,10.20129,0.15711,0.11345,10727
10727,10.20197,0.65964,0.1942,10728
10728,10.20264,0.70675,0.20177,10729
10729,10.20331,0.29879,0.13622,10730
10730,10.20398,-0.17994,0.05929,10731
10731,10.20465,0.54717,0.17613,10732
10732,10.20532,0.13912,0.11056,10733
10733,10.20599,0.86616,0.22739,10734
10734,10.20667,0.38748,0.15047,10735
10735,10.20734,-0.02038,0.08493,10736
10736,10.20801,0.33054,0.14132,10737
10737,10.20868,-0.07728,0.07579,10738
10738,10.20935,0.04461,0.09537,10739
10739,10.21002,0.77149,0.21218,10740
10740,10.21069,-0.23687,0.05014,10741
10741,10.21136,0.48998,0.16694,10742
10742,10.21204,0.61182,0.18652,10743
10743,10.21271,0.20409,0.121,10744
10744,10.21338,0.25119,0.12857,10745
10745,10.21405,0.75338,0.20927,10746
10746,10.21472,0.57505,0.18062,10747
10747,10.21539,-0.20838,0.05472,10748
10748,10.21606,0.89387,0.23185,10749
10749,10.21674,0.11048,0.10596,10750
10750,10.21741,-0.06779,0.07732,10751
10751,10.21808,0.4343,0.158,10752
10752,10.21875,0.88619,0.23062,10753
10753,10.21942,0.10792,0.10555,10754
10754,10.22009,-0.07033,0.07691,10755
10755,10.22076,0.42669,0.15678,10756
10756,10.22144,0.24844,0.12813,10757
10757,10.22211,0.7454,0.208,10758
10758,10.22278,0.56716,0.17935,10759
10759,10.22345,-0.21092,0.05432,10760
10760,10.22412,-0.23912,0.04978,10761
10761,10.22479,0.48277,0.16579,10762
10762,10.22546,0.60453,0.18536,10763
10763,10.22614,0.2015,0.12059,10764
10764,10.22681,0.32326,0.14016,10765
10765,10.22748,-0.07972,0.0754,10766
10766,10.22815,0.04204,0.09497,10767
10767,10.22882,0.76376,0.21095,10768
10768,10.22949,0.13573,0.11003,10769
10769,10.23016,0.85739,0.226,10770
10770,10.23083,0.37935,0.14918,10771
10771,10.23151,-0.02354,0.08443,10772
10772,10.23218,0.69789,0.20037,10773
10773,10.23285,0.29502,0.13563,10774
10774,10.23352,-0.18293,0.05881,10775
10775,10.23419,0.53858,0.17477,10776
10776,10.23486,0.51036,0.17024,10777
10777,10.23553,-0.26719,0.04527,10778
10778,10.23621,0.15431,0.11301,10779
10779,10.23688,0.65087,0.19282,10780
10780,10.23755,-0.12675,0.06784,10781
10781,10.23822,0.36978,0.14764,10782
10782,10.23889,0.79119,0.21537,10783
10783,10.23956,0.0138,0.09043,10784
10784,10.24023,-0.01439,0.0859,10785
10785,10.24091,0.40714,0.15365,10786
10786,10.24158,0.82849,0.22137,10787
10787,10.24225,0.12613,0.10849,10788
10788,10.24292,0.54746,0.1762,10789
10789,10.24359,-0.15483,0.06333,10790
10790,10.24426,0.26647,0.13104,10791
10791,10.24493,0.6879,0.19878,10792
10792,10.24561,0.6597,0.19424,10793
10793,10.24628,0.18222,0.1175,10794
10794,10.24695,-0.29537,0.04074,10795
10795,10.24762,0.5005,0.16866,10796
10796,10.24829,0.02294,0.0919,10797
10797,10.24896,0.81874,0.21981,10798
10798,10.24963,0.3412,0.14306,10799
10799,10.25031,-0.13616,0.06633,10800
10800,10.25098,0.43476,0.15809,10801
10801,10.25165,-0.04257,0.08138,10802
10802,10.25232,0.07902,0.10092,10803
10803,10.25299,0.87465,0.2288,10804
10804,10.25366,-0.20178,0.05579,10805
10805,10.25433,0.59379,0.18366,10806
10806,10.255,0.71535,0.2032,10807
10807,10.25568,0.23812,0.12649,10808
10808,10.25635,0.20995,0.12196,10809
10809,10.25702,0.63109,0.18966,10810
10810,10.25769,0.4532,0.16106,10811
10811,10.25836,-0.24852,0.04827,10812
10812,10.25903,0.77126,0.21219,10813
10813,10.2597,0.06959,0.09941,10814
10814,10.26038,-0.10826,0.07082,10815
10815,10.26105,0.3128,0.1385,10816
10816,10.26172,0.28464,0.13397,10817
10817,10.26239,0.70565,0.20165,10818
10818,10.26306,0.52781,0.17306,10819
10819,10.26373,-0.1737,0.0603,10820
10820,10.2644,0.84577,0.22417,10821
10821,10.26508,0.1443,0.11142,10822
10822,10.26575,-0.03349,0.08284,10823
10823,10.26642,0.38744,0.1505,10824
10824,10.26709,0.35928,0.14597,10825
10825,10.26776,-0.11762,0.06932,10826
10826,10.26843,0.00387,0.08885,10827
10827,10.2691,0.79879,0.21662,10828
10828,10.26978,-0.27668,0.04375,10829
10829,10.27045,0.51819,0.17152,10830
10830,10.27112,0.63964,0.19104,10831
10831,10.27179,0.16284,0.1144,10832
10832,10.27246,0.73307,0.20606,10833
10833,10.27313,0.2563,0.12942,10834
10834,10.2738,-0.22059,0.05277,10835
10835,10.27448,0.5741,0.18051,10836
10836,10.27515,0.09724,0.10386,10837
10837,10.27582,0.89186,0.23159,10838
10838,10.27649,0.41503,0.15494,10839
10839,10.27716,-0.06163,0.07832,10840
10840,10.27783,-0.08975,0.0738,10841
10841,10.2785,0.3309,0.14142,10842
10842,10.27917,0.75138,0.20901,10843
10843,10.27985,0.05048,0.09634,10844
10844,10.28052,0.47094,0.16393,10845
10845,10.28119,-0.22989,0.05127,10846
10846,10.28186,0.19054,0.11886,10847
10847,10.28253,0.61109,0.18646,10848
10848,10.2832,0.58295,0.18194,10849
10849,10.28387,-0.19253,0.05728,10850
10850,10.28455,0.22784,0.12485,10851
10851,10.28522,0.72307,0.20447,10852
10852,10.28589,-0.05248,0.07979,10853
10853,10.28656,0.44273,0.1594,10854
10854,10.28723,0.86301,0.22697,10855
10855,10.2879,0.08769,0.10233,10856
10856,10.28857,0.05958,0.09781,10857
10857,10.28925,0.77889,0.21344,10858
10858,10.28992,0.30241,0.13685,10859
10859,10.29059,-0.09917,0.07229,10860
10860,10.29126,0.61992,0.18789,10861
10861,10.29193,0.21836,0.12333,10862
10862,10.2926,-0.25803,0.04675,10863
10863,10.29327,0.46113,0.16236,10864
10864,10.29395,-0.16465,0.06176,10865
10865,10.29462,0.55446,0.17737,10866
10866,10.29529,0.67574,0.19687,10867
10867,10.29596,0.27427,0.13232,10868
10868,10.29663,0.39556,0.15182,10869
10869,10.2973,-0.00587,0.08729,10870
10870,10.29797,0.11541,0.10679,10871
10871,10.29865,0.83435,0.22237,10872
10872,10.29932,0.80623,0.21785,10873
10873,10.29999,0.03142,0.09328,10874
10874,10.30066,-0.14603,0.06475,10875
10875,10.30133,0.34878,0.14431,10876
10876,10.302,0.17133,0.11578,10877
10877,10.30267,0.66609,0.19532,10878
10878,10.30334,0.48864,0.16679,10879
10879,10.30402,-0.28598,0.04225,10880
10880,10.30469,-0.28595,0.04226,10881
10881,10.30536,0.49481,0.16779,10882
10882,10.30603,0.67341,0.1965,10883
10883,10.3067,0.17498,0.11637,10884
10884,10.30737,0.35358,0.14508,10885
10885,10.30804,-0.14481,0.06495,10886
10886,10.30872,0.03379,0.09367,10887
10887,10.30939,0.81436,0.21917,10888
10888,10.31006,0.84246,0.22369,10889
10889,10.31073,0.11845,0.10728,10890
10890,10.3114,-0.00387,0.08761,10891
10891,10.31207,0.40049,0.15263,10892
10892,10.31274,0.27817,0.13296,10893
10893,10.31342,0.68249,0.19797,10894
10894,10.31409,0.56016,0.1783,10895
10895,10.31476,-0.16367,0.06192,10896
10896,10.31543,0.46609,0.16318,10897
10897,10.3161,-0.25768,0.0468,10898
10898,10.31677,0.22164,0.12387,10899
10899,10.31744,0.62588,0.18887,10900
10900,10.31812,-0.09797,0.07248,10901
10901,10.31879,0.30625,0.13748,10902
10902,10.31946,0.78547,0.21453,10903
10903,10.32013,0.06185,0.09818,10904
10904,10.3208,0.08996,0.1027,10905
10905,10.32147,0.87001,0.22813,10906
10906,10.32214,0.44702,0.16011,10907
10907,10.32281,-0.05097,0.08004,10908
10908,10.32349,0.72886,0.20543,10909
10909,10.32416,0.2309,0.12537,10910
10910,10.32483,-0.192,0.05737,10911
10911,10.3255,0.58788,0.18277,10912
10912,10.32617,0.61596,0.18728,10913
10913,10.32684,0.19324,0.11931,10914
10914,10.32751,-0.2296,0.05132,10915
10915,10.32819,0.47503,0.16462,10916
10916,10.32886,0.05221,0.09663,10917
10917,10.32953,0.75677,0.20993,10918
10918,10.3302,0.33397,0.14194,10919
10919,10.33087,-0.08865,0.07399,10920
10920,10.33154,-0.06055,0.0785,10921
10921,10.33221,0.4185,0.15554,10922
10922,10.33289,0.89738,0.23254,10923
10923,10.33356,0.09915,0.10418,10924
10924,10.33423,0.578,0.18118,10925
10925,10.3349,-0.22016,0.05284,10926
10926,10.33557,0.25866,0.12984,10927
10927,10.33624,0.7376,0.20685,10928
10928,10.33691,0.16473,0.11473,10929
10929,10.33759,0.64363,0.19174,10930
10930,10.33826,0.52147,0.1721,10931
10931,10.33893,-0.27651,0.04378,10932
10932,10.3396,0.80305,0.21738,10933
10933,10.34027,0.00512,0.08907,10934
10934,10.34094,-0.117,0.06943,10935
10935,10.34161,0.36181,0.14643,10936
10936,10.34229,0.38987,0.15094,10937
10937,10.34296,-0.03247,0.08302,10938
10938,10.34363,0.14578,0.11169,10939
10939,10.3443,0.84977,0.2249,10940
10940,10.34497,-0.17335,0.06037,10941
10941,10.34564,0.5306,0.17357,10942
10942,10.34631,0.7088,0.20223,10943
10943,10.34698,0.28654,0.13432,10944
10944,10.34766,0.3146,0.13884,10945
10945,10.34833,-0.10762,0.07094,10946
10946,10.349,0.07059,0.0996,10947
10947,10.34967,0.77437,0.21278,10948
10948,10.35034,-0.24845,0.04829,10949
10949,10.35101,0.45529,0.16147,10950
10950,10.35168,0.63345,0.19012,10951
10951,10.35236,0.21132,0.12223,10952
10952,10.35303,0.23937,0.12674,10953
10953,10.3537,0.71785,0.20369,10954
10954,10.35437,0.59579,0.18406,10955
10955,10.35504,-0.20149,0.05584,10956
10956,10.35571,0.87712,0.22931,10957
10957,10.35638,0.07989,0.1011,10958
10958,10.35706,-0.04213,0.08147,10959
10959,10.35773,0.43626,0.15841,10960
10960,10.3584,-0.13593,0.06639,10961
10961,10.35907,0.34242,0.14332,10962
10962,10.35974,0.8206,0.22022,10963
10963,10.36041,0.02354,0.09203,10964
10964,10.36108,0.50169,0.16893,10965
10965,10.36176,-0.29529,0.04076,10966
10966,10.36243,0.18283,0.11765,10967
10967,10.3631,0.66107,0.19457,10968
10968,10.36377,0.68909,0.19908,10969
10969,10.36444,0.26723,0.13123,10970
10970,10.36511,-0.15474,0.06336,10971
10971,10.36578,0.54843,0.17646,10972
10972,10.36646,0.12648,0.10859,10973
10973,10.36713,0.82959,0.22168,10974
10974,10.3678,0.40766,0.15382,10975
10975,10.36847,-0.01409,0.08598,10976
10976,10.36914,0.01394,0.09049,10977
10977,10.36981,0.79194,0.21562,10978
10978,10.37048,0.37007,0.14777,10979
10979,10.37115,-0.1266,0.06789,10980
10980,10.37183,0.65117,0.19298,10981
10981,10.3725,0.15453,0.11311,10982
10982,10.37317,-0.26726,0.04527,10983
10983,10.37384,0.51058,0.17037,10984
10984,10.37451,0.53859,0.17488,10985
10985,10.37518,-0.18286,0.05884,10986
10986,10.37585,0.29492,0.13569,10987
10987,10.37653,0.69785,0.2005,10988
10988,10.3772,-0.02367,0.08445,10989
10989,10.37787,0.37924,0.14925,10990
10990,10.37854,0.85692,0.22608,10991
10991,10.37921,0.13563,0.11007,10992
10992,10.37988,0.76316,0.211,10993
10993,10.38055,0.04192,0.095,10994
10994,10.38123,-0.07993,0.0754,10995
10995,10.3819,0.32289,0.14019,10996
10996,10.38257,0.20104,0.12059,10997
10997,10.38324,0.60382,0.18538,10998
10998,10.38391,0.48196,0.16578,10999
10999,10.38458,-0.23911,0.04979,11000
11000,10.38525,-0.21109,0.0543,11001
11001,10.38593,0.56623,0.17933,11002
11002,10.3866,0.74405,0.20794,11003
11003,10.38727,0.2478,0.12811,11004
11004,10.38794,0.42561,0.15672,11005
11005,10.38861,-0.07059,0.0769,11006
11006,10.38928,0.10723,0.1055,11007
11007,10.38995,0.88437,0.23051,11008
11008,10.39062,0.101,0.1045,11009
11009,10.3913,0.87809,0.2295,11010
11010,10.39197,0.42174,0.1561,11011
11011,10.39264,-0.07435,0.0763,11012
11012,10.39331,0.73747,0.20689,11013
11013,10.39398,0.24141,0.12709,11014
11014,10.39465,-0.21485,0.0537,11015
11015,10.39532,0.56208,0.17867,11016
11016,10.396,0.47817,0.16518,11017
11017,10.39667,-0.24243,0.04926,11018
11018,10.39734,0.19517,0.11965,11019
11019,10.39801,0.59764,0.1844,11020
11020,10.39868,-0.08342,0.07484,11021
11021,10.39935,0.31903,0.13958,11022
11022,10.40002,0.75654,0.20996,11023
11023,10.4007,0.03609,0.09406,11024
11024,10.40137,0.8493,0.22488,11025
11025,10.40204,0.1289,0.10899,11026
11026,10.40271,-0.02777,0.08379,11027
11027,10.40338,0.37459,0.14852,11028
11028,10.40405,0.28782,0.13456,11029
11029,10.40472,0.69013,0.19928,11030
11030,10.4054,0.53347,0.17408,11031
11031,10.40607,-0.18677,0.05822,11032
11032,10.40674,-0.27059,0.04473,11033
11033,10.40741,0.50583,0.16963,11034
11034,10.40808,0.64384,0.19184,11035
11035,10.40875,0.14817,0.1121,11036
11036,10.40942,0.36538,0.14704,11037
11037,10.4101,-0.13024,0.06731,11038
11038,10.41077,0.00777,0.08951,11039
11039,10.41144,0.78401,0.21439,11040
11040,10.41211,0.4021,0.15295,11041
11041,10.41278,-0.01864,0.08526,11042
11042,10.41345,0.11935,0.10746,11043
11043,10.41412,0.82067,0.22029,11044
11044,10.41479,-0.15899,0.06269,11045
11045,10.41547,0.54229,0.17551,11046
11046,10.41614,0.68024,0.1977,11047
11047,10.41681,0.25958,0.13003,11048
11048,10.41748,0.17579,0.11655,11049
11049,10.41815,0.6526,0.19325,11050
11050,10.41882,0.49605,0.16807,11051
11051,10.41949,-0.29844,0.04025,11052
11052,10.42017,0.81132,0.21879,11053
11053,10.42084,0.01688,0.09098,11054
11054,10.42151,-0.13962,0.0658,11055
11055,10.42218,0.3371,0.1425,11056
11056,10.42285,-0.0469,0.08072,11057
11057,10.42352,0.42978,0.15741,11058
11058,10.42419,0.86672,0.22771,11059
11059,10.42487,0.07244,0.09992,11060
11060,10.42554,0.58848,0.18295,11061
11061,10.42621,-0.20572,0.05517,11062
11062,10.42688,0.23117,0.12546,11063
11063,10.42755,0.70774,0.20213,11064
11064,10.42822,0.62398,0.18866,11065
11065,10.42889,0.2036,0.12102,11066
11066,10.42957,-0.2518,0.04776,11067
11067,10.43024,0.44892,0.1605,11068
11068,10.43091,0.06334,0.09846,11069
11069,10.43158,0.764,0.21119,11070
11070,10.43225,0.30866,0.13793,11071
11071,10.43292,-0.11162,0.07031,11072
11072,10.43359,0.69785,0.20055,11073
11073,10.43427,0.27759,0.13293,11074
11074,10.43494,-0.17768,0.05968,11075
11075,10.43561,0.52284,0.17239,11076
11076,10.43628,0.13737,0.11037,11077
11077,10.43695,0.83782,0.22307,11078
11078,10.43762,0.3826,0.14983,11079
11079,10.43829,-0.03756,0.08223,11080
11080,10.43896,-0.12124,0.06876,11081
11081,10.43964,0.35503,0.14539,11082
11082,10.44031,0.79159,0.21564,11083
11083,10.44098,-0.00199,0.08795,11084
11084,10.44165,0.5136,0.17091,11085
11085,10.44232,-0.27991,0.04323,11086
11086,10.44299,0.15661,0.11347,11087
11087,10.44366,0.63276,0.19009,11088
11088,10.44434,0.2492,0.12837,11089
11089,10.44501,0.72531,0.20498,11090
11090,10.44568,0.56899,0.17983,11091
11091,10.44635,-0.22435,0.05217,11092
11092,10.44702,0.8838,0.23048,11093
11093,10.44769,0.09051,0.10284,11094
11094,10.44836,-0.06577,0.07769,11095
11095,10.44904,0.41025,0.15429,11096
11096,10.44971,0.3266,0.14083,11097
11097,10.45038,-0.09328,0.07326,11098
11098,10.45105,0.04443,0.09542,11099
11099,10.45172,0.74433,0.20804,11100
11100,10.45239,-0.23334,0.05073,11101
11101,10.45306,0.46652,0.16334,11102
11102,10.45374,0.60419,0.1855,11103
11103,10.45441,0.18439,0.11794,11104
11104,10.45508,-0.19661,0.05664,11105
11105,10.45575,0.57778,0.18125,11106
11106,10.45642,0.71543,0.2034,11107
11107,10.45709,0.22105,0.12385,11108
11108,10.45776,0.43769,0.15871,11109
11109,10.45844,-0.05664,0.07916,11110
11110,10.45911,0.08101,0.10131,11111
11111,10.45978,0.85522,0.2259,11112
11112,10.46045,0.7716,0.21244,11113
11113,10.46112,0.0535,0.09688,11114
11114,10.46179,-0.10266,0.07176,11115
11115,10.46246,0.29841,0.1363,11116
11116,10.46313,0.21192,0.12238,11117
11117,10.46381,0.61296,0.18691,11118
11118,10.46448,0.4568,0.16179,11119
11119,10.46515,-0.26114,0.04625,11120
11120,10.46582,0.54926,0.17667,11121
11121,10.46649,-0.16863,0.06114,11122
11122,10.46716,0.26732,0.1313,11123
11123,10.46783,0.66826,0.19582,11124
11124,10.46851,-0.01023,0.08663,11125
11125,10.46918,0.39069,0.15115,11126
11126,10.46985,0.82656,0.22129,11127
11127,10.47052,0.10882,0.10579,11128
11128,10.47119,0.02527,0.09235,11129
11129,10.47186,0.79898,0.21686,11130
11130,10.47253,0.34462,0.14374,11131
11131,10.47321,-0.14931,0.06425,11132
11132,10.47388,0.65899,0.19433,11133
11133,10.47455,0.16508,0.11485,11134
11134,10.47522,-0.28919,0.04174,11135
11135,10.47589,0.48436,0.16623,11136
11136,10.47656,0.48437,0.16623,11137
11137,10.47723,-0.28299,0.04274,11138
11138,10.47791,0.17243,0.11603,11139
11139,10.47858,0.66248,0.1949,11140
11140,10.47925,-0.1444,0.06504,11141
11141,10.47992,0.34563,0.14391,11142
11142,10.48059,0.80097,0.21719,11143
11143,10.48126,0.03376,0.09371,11144
11144,10.48193,0.1173,0.10716,11145
11145,10.4826,0.82909,0.22171,11146
11146,10.48328,0.39238,0.15143,11147
11147,10.48395,-0.005,0.08748,11148
11148,10.48462,0.67178,0.1964,11149
11149,10.48529,0.27441,0.13245,11150
11150,10.48596,-0.16221,0.06218,11151
11151,10.48663,0.54943,0.17671,11152
11152,10.4873,-0.25535,0.04719,11153
11153,10.48798,0.45624,0.16171,11154
11154,10.48865,0.61569,0.18738,11155
11155,10.48932,0.21841,0.12344,11156
11156,10.48999,0.29901,0.13641,11157
11157,10.49066,-0.09822,0.07248,11158
11158,10.49133,0.06122,0.09814,11159
11159,10.492,0.77265,0.21264,11160
11160,10.49268,0.85612,0.22608,11161
11161,10.49335,0.08941,0.10267,11162
11162,10.49402,-0.05142,0.08001,11163
11163,10.49469,0.43822,0.15882,11164
11164,10.49536,0.22784,0.12496,11165
11165,10.49603,0.71744,0.20376,11166
11166,10.4967,0.57661,0.18109,11167
11167,10.49738,-0.18993,0.05772,11168
11168,10.49805,0.19025,0.11891,11169
11169,10.49872,0.60589,0.18581,11170
11170,10.49939,0.46509,0.16314,11171
11171,10.50006,-0.22746,0.05168,11172
11172,10.50073,0.74423,0.20808,11173
11173,10.5014,0.05172,0.09661,11174
11174,10.50208,-0.08904,0.07396,11175
11175,10.50275,0.32652,0.14084,11176
11176,10.50342,0.40996,0.15427,11177
11177,10.50409,-0.06086,0.07849,11178
11178,10.50476,0.09847,0.10414,11179
11179,10.50543,0.88324,0.23046,11180
11180,10.5061,-0.21789,0.05322,11181
11181,10.50677,0.56683,0.17953,11182
11182,10.50745,0.72612,0.20517,11183
11183,10.50812,0.25539,0.1294,11184
11184,10.50879,0.63302,0.19018,11185
11185,10.50946,0.16233,0.11442,11186
11186,10.51013,-0.27372,0.04423,11187
11187,10.5108,0.51084,0.17052,11188
11188,10.51147,0.00532,0.08915,11189
11189,10.51215,0.78981,0.21542,11190
11190,10.51282,0.3538,0.14524,11191
11191,10.51349,-0.11678,0.06949,11192
11192,10.51416,-0.03338,0.08292,11193
11193,10.51483,0.38192,0.14977,11194
11194,10.5155,0.8364,0.22293,11195
11195,10.51617,0.14443,0.11154,11196
11196,10.51685,0.52016,0.17202,11197
11197,10.51752,-0.17174,0.06065,11198
11198,10.51819,0.2827,0.1338,11199
11199,10.51886,0.69789,0.20063,11200
11200,10.51953,-0.10783,0.07093,11201
11201,10.5202,0.30734,0.13777,11202
11202,10.52087,0.7617,0.21091,11203
11203,10.52155,0.06994,0.09955,11204
11204,10.52222,0.44556,0.16002,11205
11205,10.52289,-0.24614,0.04867,11206
11206,10.52356,0.20817,0.1218,11207
11207,10.52423,0.62324,0.18862,11208
11208,10.5249,0.70657,0.20204,11209
11209,10.52557,0.23629,0.12633,11210
11210,10.52625,-0.19939,0.0562,11211
11211,10.52692,0.58449,0.18238,11212
11212,10.52759,0.0794,0.10108,11213
11213,10.52826,0.86322,0.22726,11214
11214,10.52893,0.42758,0.15713,11215
11215,10.5296,-0.0426,0.08144,11216
11216,10.53027,0.3346,0.14216,11217
11217,10.53094,-0.13553,0.06648,11218
11218,10.53162,0.02357,0.09209,11219
11219,10.53229,0.80722,0.21825,11220
11220,10.53296,-0.29234,0.04123,11221
11221,10.53363,0.49127,0.16738,11222
